recette_id,nom,description,couleur_hex,collection,Rang,ligne,format,nb_unites,instructions,notes,ingredient_type,ingredient_nom,quantite_g,cout_ingredient,cure,prix_vente,image_url,statut,image_url_noel,colsSecondaires,desc_emballage,Surgras,ingredient_inci
59,MURMURE D'OLIVA,"L'huile d'olive vierge est l'ancêtre des savons. Ici, elle est à l'honneur, accompagnée du romarin et du citron qui lui donnent une vivacité méditerranéenne. L'argile verte purifie, le romarin séché parsème la surface comme un jardin provençal. Un savon pour les mains de cuisine, celles qui hachent, pétrissent, mijotent, et qui méritent qu'on prenne soin d'elles après.",#A2AF0E,ÉPURE,5,SAVON À MAIN,,10,,17.5g Argile verte = 5 c. à thé / 10g Romarin séché = 5 c. à thé / Verser moules en cubes avec une demie tranche de citron dans chaque cube,Ingrédients Secs,Soude caustique (NaOH),94,0,42,0,https://res.cloudinary.com/dfasrauyy/image/upload/v1773085196/univers-caresse/produits/m5gjwtn5cfdctygdzawl.jpg,public,,,Un souffle doux venu de la Méditerranée.,,Sodium Hydroxide
61,NUAGE DE LAVANDE,"La lavande n'a pas besoin de complices. Elle arrive, elle apaise, elle installe une quiétude douce et profonde. L'argile blanche purifie en silence, la mousse enveloppe comme un nuage. Nuage de lavande, c'est le savon du soir, celui qu'on choisit quand la journée a été longue et que la peau mérite un moment rien qu'à elle.",#7F68CA,SAPONICA,1,SAVON,,9,,14g Argile blanche = 4 c. à thé / Moitié blanc et moitié lavande,Argiles,Argile blanche,14,0,28,0,https://res.cloudinary.com/dfasrauyy/image/upload/v1773418762/Nuagedelavande_kwncrq.jpg,public,,,"Un champ de lavande, le soir. Rien de plus, rien de moins.",8%,Kaolin (Bolus Alba)
61,NUAGE DE LAVANDE,"La lavande n'a pas besoin de complices. Elle arrive, elle apaise, elle installe une quiétude douce et profonde. L'argile blanche purifie en silence, la mousse enveloppe comme un nuage. Nuage de lavande, c'est le savon du soir, celui qu'on choisit quand la journée a été longue et que la peau mérite un moment rien qu'à elle.",#7F68CA,SAPONICA,1,SAVON,,9,,14g Argile blanche = 4 c. à thé / Moitié blanc et moitié lavande,Beurres,Beurre de karité,65,0,28,0,https://res.cloudinary.com/dfasrauyy/image/upload/v1773418762/Nuagedelavande_kwncrq.jpg,public,,,"Un champ de lavande, le soir. Rien de plus, rien de moins.",8%,Butyrospermum parkii (Shea) Butter
61,NUAGE DE LAVANDE,"La lavande n'a pas besoin de complices. Elle arrive, elle apaise, elle installe une quiétude douce et profonde. L'argile blanche purifie en silence, la mousse enveloppe comme un nuage. Nuage de lavande, c'est le savon du soir, celui qu'on choisit quand la journée a été longue et que la peau mérite un moment rien qu'à elle.",#7F68CA,SAPONICA,1,SAVON,,9,,14g Argile blanche = 4 c. à thé / Moitié blanc et moitié lavande,Ingrédients Liquides,Eau,184,0,28,0,https://res.cloudinary.com/dfasrauyy/image/upload/v1773418762/Nuagedelavande_kwncrq.jpg,public,,,"Un champ de lavande, le soir. Rien de plus, rien de moins.",8%,Aqua
61,NUAGE DE LAVANDE,"La lavande n'a pas besoin de complices. Elle arrive, elle apaise, elle installe une quiétude douce et profonde. L'argile blanche purifie en silence, la mousse enveloppe comme un nuage. Nuage de lavande, c'est le savon du soir, celui qu'on choisit quand la journée a été longue et que la peau mérite un moment rien qu'à elle.",#7F68CA,SAPONICA,1,SAVON,,9,,14g Argile blanche = 4 c. à thé / Moitié blanc et moitié lavande,Huiles essentielles,HE lavande,15,0,28,0,https://res.cloudinary.com/dfasrauyy/image/upload/v1773418762/Nuagedelavande_kwncrq.jpg,public,,,"Un champ de lavande, le soir. Rien de plus, rien de moins.",8%,lavandula angustifolia (lavender) oil
61,NUAGE DE LAVANDE,"La lavande n'a pas besoin de complices. Elle arrive, elle apaise, elle installe une quiétude douce et profonde. L'argile blanche purifie en silence, la mousse enveloppe comme un nuage. Nuage de lavande, c'est le savon du soir, celui qu'on choisit quand la journée a été longue et que la peau mérite un moment rien qu'à elle.",#7F68CA,SAPONICA,1,SAVON,,9,,14g Argile blanche = 4 c. à thé / Moitié blanc et moitié lavande,Huiles,Huile de coco,260,0,28,0,https://res.cloudinary.com/dfasrauyy/image/upload/v1773418762/Nuagedelavande_kwncrq.jpg,public,,,"Un champ de lavande, le soir. Rien de plus, rien de moins.",8%,Cocos nucifera (Coconut) Oil
61,NUAGE DE LAVANDE,"La lavande n'a pas besoin de complices. Elle arrive, elle apaise, elle installe une quiétude douce et profonde. L'argile blanche purifie en silence, la mousse enveloppe comme un nuage. Nuage de lavande, c'est le savon du soir, celui qu'on choisit quand la journée a été longue et que la peau mérite un moment rien qu'à elle.",#7F68CA,SAPONICA,1,SAVON,,9,,14g Argile blanche = 4 c. à thé / Moitié blanc et moitié lavande,Huiles,Huile de tournesol oléique,325,0,28,0,https://res.cloudinary.com/dfasrauyy/image/upload/v1773418762/Nuagedelavande_kwncrq.jpg,public,,,"Un champ de lavande, le soir. Rien de plus, rien de moins.",8%,"Helianthus Annuus (Sunflower) Seed Oil (High Oleic, 80%)"
61,NUAGE DE LAVANDE,"La lavande n'a pas besoin de complices. Elle arrive, elle apaise, elle installe une quiétude douce et profonde. L'argile blanche purifie en silence, la mousse enveloppe comme un nuage. Nuage de lavande, c'est le savon du soir, celui qu'on choisit quand la journée a été longue et que la peau mérite un moment rien qu'à elle.",#7F68CA,SAPONICA,1,SAVON,,9,,14g Argile blanche = 4 c. à thé / Moitié blanc et moitié lavande,Ingrédients Secs,Soude caustique (NaOH),92,0,28,0,https://res.cloudinary.com/dfasrauyy/image/upload/v1773418762/Nuagedelavande_kwncrq.jpg,public,,,"Un champ de lavande, le soir. Rien de plus, rien de moins.",8%,Sodium Hydroxide
2,NUAGE FRAISE,"Les petites lèvres méritent les meilleurs soins. Nuage Fraise est formulé sans huile essentielle, sans mica, avec des ingrédients doux et non toxiques pensés pour les tout-petits. Son arôme de fraise sucrée transforme chaque application en petit moment gourmand. Le karité nourrit, le beurre de mangue protège, la cire d'abeille scelle la douceur. Un baume aussi innocent qu'un sourire d'enfant.",#9C1E45,ÉMOLIA,,BAUME À LÈVRES,,18,,"Zéro HE, Zéro Mica, Comestibles et non toxiques",Ingrédients Secs,Arôme de fraises,"0,5",0,0,0,,public,,,"Doux comme un nuage, sucré comme une fraise — un baume sécuritaire pour les petites lèvres.",,Vegetable Oil
2,NUAGE FRAISE,"Les petites lèvres méritent les meilleurs soins. Nuage Fraise est formulé sans huile essentielle, sans mica, avec des ingrédients doux et non toxiques pensés pour les tout-petits. Son arôme de fraise sucrée transforme chaque application en petit moment gourmand. Le karité nourrit, le beurre de mangue protège, la cire d'abeille scelle la douceur. Un baume aussi innocent qu'un sourire d'enfant.",#9C1E45,ÉMOLIA,,BAUME À LÈVRES,,18,,"Zéro HE, Zéro Mica, Comestibles et non toxiques",Beurres,Beurre de karité,30,0,0,0,,public,,,"Doux comme un nuage, sucré comme une fraise — un baume sécuritaire pour les petites lèvres.",,Butyrospermum parkii (Shea) Butter
2,NUAGE FRAISE,"Les petites lèvres méritent les meilleurs soins. Nuage Fraise est formulé sans huile essentielle, sans mica, avec des ingrédients doux et non toxiques pensés pour les tout-petits. Son arôme de fraise sucrée transforme chaque application en petit moment gourmand. Le karité nourrit, le beurre de mangue protège, la cire d'abeille scelle la douceur. Un baume aussi innocent qu'un sourire d'enfant.",#9C1E45,ÉMOLIA,,BAUME À LÈVRES,,18,,"Zéro HE, Zéro Mica, Comestibles et non toxiques",Beurres,Beurre de mangue,15,0,0,0,,public,,,"Doux comme un nuage, sucré comme une fraise — un baume sécuritaire pour les petites lèvres.",,Mangifera indica seed butter
2,NUAGE FRAISE,"Les petites lèvres méritent les meilleurs soins. Nuage Fraise est formulé sans huile essentielle, sans mica, avec des ingrédients doux et non toxiques pensés pour les tout-petits. Son arôme de fraise sucrée transforme chaque application en petit moment gourmand. Le karité nourrit, le beurre de mangue protège, la cire d'abeille scelle la douceur. Un baume aussi innocent qu'un sourire d'enfant.",#9C1E45,ÉMOLIA,,BAUME À LÈVRES,,18,,"Zéro HE, Zéro Mica, Comestibles et non toxiques",Cires,Cire d'abeille,15,0,0,0,,public,,,"Doux comme un nuage, sucré comme une fraise — un baume sécuritaire pour les petites lèvres.",,Cera Alba
2,NUAGE FRAISE,"Les petites lèvres méritent les meilleurs soins. Nuage Fraise est formulé sans huile essentielle, sans mica, avec des ingrédients doux et non toxiques pensés pour les tout-petits. Son arôme de fraise sucrée transforme chaque application en petit moment gourmand. Le karité nourrit, le beurre de mangue protège, la cire d'abeille scelle la douceur. Un baume aussi innocent qu'un sourire d'enfant.",#9C1E45,ÉMOLIA,,BAUME À LÈVRES,,18,,"Zéro HE, Zéro Mica, Comestibles et non toxiques",Huiles,Huile de coco,20,0,0,0,,public,,,"Doux comme un nuage, sucré comme une fraise — un baume sécuritaire pour les petites lèvres.",,Cocos nucifera (Coconut) Oil
2,NUAGE FRAISE,"Les petites lèvres méritent les meilleurs soins. Nuage Fraise est formulé sans huile essentielle, sans mica, avec des ingrédients doux et non toxiques pensés pour les tout-petits. Son arôme de fraise sucrée transforme chaque application en petit moment gourmand. Le karité nourrit, le beurre de mangue protège, la cire d'abeille scelle la douceur. Un baume aussi innocent qu'un sourire d'enfant.",#9C1E45,ÉMOLIA,,BAUME À LÈVRES,,18,,"Zéro HE, Zéro Mica, Comestibles et non toxiques",Huiles,Huile de tournesol oléique,25,0,0,0,,public,,,"Doux comme un nuage, sucré comme une fraise — un baume sécuritaire pour les petites lèvres.",,"Helianthus Annuus (Sunflower) Seed Oil (High Oleic, 80%)"
2,NUAGE FRAISE,"Les petites lèvres méritent les meilleurs soins. Nuage Fraise est formulé sans huile essentielle, sans mica, avec des ingrédients doux et non toxiques pensés pour les tout-petits. Son arôme de fraise sucrée transforme chaque application en petit moment gourmand. Le karité nourrit, le beurre de mangue protège, la cire d'abeille scelle la douceur. Un baume aussi innocent qu'un sourire d'enfant.",#9C1E45,ÉMOLIA,,BAUME À LÈVRES,,18,,"Zéro HE, Zéro Mica, Comestibles et non toxiques",Ingrédients Liquides,Vitamine E,1,0,0,0,,public,,,"Doux comme un nuage, sucré comme une fraise — un baume sécuritaire pour les petites lèvres.",,Tocopherol
62,ORANGE SAUVAGE,"L'orange douce s'embrase au contact de la cannelle, du gingembre et du clou de girofle. Le curcuma illumine, l'écorce d'orange texturise légèrement. Dans ce savon au lait de chèvre aux épices chaleureuses, chaque geste devient une danse aromatique qui réveille les sens et réchauffe la peau. Généreux, vivifiant, profondément naturel.",#C67D26,CAPRIN,3,SAVON AU LAIT DE CHÈVRE,,12,,Utiliser de l'eau glacée pour ralentir la réaction avec le lait de chèvre.,Argiles,Argile blanche,1,0,42,0,,public,,,"Éclat d'agrume et souffle d'épices, comme une chaleur libre qui danse sur la peau.",8%,Kaolin (Bolus Alba)
62,ORANGE SAUVAGE,"L'orange douce s'embrase au contact de la cannelle, du gingembre et du clou de girofle. Le curcuma illumine, l'écorce d'orange texturise légèrement. Dans ce savon au lait de chèvre aux épices chaleureuses, chaque geste devient une danse aromatique qui réveille les sens et réchauffe la peau. Généreux, vivifiant, profondément naturel.",#C67D26,CAPRIN,3,SAVON AU LAIT DE CHÈVRE,,12,,Utiliser de l'eau glacée pour ralentir la réaction avec le lait de chèvre.,Beurres,Beurre de karité,140,0,42,0,,public,,,"Éclat d'agrume et souffle d'épices, comme une chaleur libre qui danse sur la peau.",8%,Butyrospermum parkii (Shea) Butter
62,ORANGE SAUVAGE,"L'orange douce s'embrase au contact de la cannelle, du gingembre et du clou de girofle. Le curcuma illumine, l'écorce d'orange texturise légèrement. Dans ce savon au lait de chèvre aux épices chaleureuses, chaque geste devient une danse aromatique qui réveille les sens et réchauffe la peau. Généreux, vivifiant, profondément naturel.",#C67D26,CAPRIN,3,SAVON AU LAIT DE CHÈVRE,,12,,Utiliser de l'eau glacée pour ralentir la réaction avec le lait de chèvre.,Ingrédients Secs,Cannelle moulue,"0,5",0,42,0,,public,,,"Éclat d'agrume et souffle d'épices, comme une chaleur libre qui danse sur la peau.",8%,CINNAMOMUM ZEYLANICUM BARK POWDER
62,ORANGE SAUVAGE,"L'orange douce s'embrase au contact de la cannelle, du gingembre et du clou de girofle. Le curcuma illumine, l'écorce d'orange texturise légèrement. Dans ce savon au lait de chèvre aux épices chaleureuses, chaque geste devient une danse aromatique qui réveille les sens et réchauffe la peau. Généreux, vivifiant, profondément naturel.",#C67D26,CAPRIN,3,SAVON AU LAIT DE CHÈVRE,,12,,Utiliser de l'eau glacée pour ralentir la réaction avec le lait de chèvre.,Ingrédients Secs,Clou de girofle moulu,1,0,42,0,,public,,,"Éclat d'agrume et souffle d'épices, comme une chaleur libre qui danse sur la peau.",8%,EUGENIA CARYOPHYLLUS FLOWER POWDER
62,ORANGE SAUVAGE,"L'orange douce s'embrase au contact de la cannelle, du gingembre et du clou de girofle. Le curcuma illumine, l'écorce d'orange texturise légèrement. Dans ce savon au lait de chèvre aux épices chaleureuses, chaque geste devient une danse aromatique qui réveille les sens et réchauffe la peau. Généreux, vivifiant, profondément naturel.",#C67D26,CAPRIN,3,SAVON AU LAIT DE CHÈVRE,,12,,Utiliser de l'eau glacée pour ralentir la réaction avec le lait de chèvre.,Ingrédients Secs,Curcuma,1,0,42,0,,public,,,"Éclat d'agrume et souffle d'épices, comme une chaleur libre qui danse sur la peau.",8%,CURCUMA LONGA ROOT POWDER
62,ORANGE SAUVAGE,"L'orange douce s'embrase au contact de la cannelle, du gingembre et du clou de girofle. Le curcuma illumine, l'écorce d'orange texturise légèrement. Dans ce savon au lait de chèvre aux épices chaleureuses, chaque geste devient une danse aromatique qui réveille les sens et réchauffe la peau. Généreux, vivifiant, profondément naturel.",#C67D26,CAPRIN,3,SAVON AU LAIT DE CHÈVRE,,12,,Utiliser de l'eau glacée pour ralentir la réaction avec le lait de chèvre.,Ingrédients Liquides,Eau,235,0,42,0,,public,,,"Éclat d'agrume et souffle d'épices, comme une chaleur libre qui danse sur la peau.",8%,Aqua
62,ORANGE SAUVAGE,"L'orange douce s'embrase au contact de la cannelle, du gingembre et du clou de girofle. Le curcuma illumine, l'écorce d'orange texturise légèrement. Dans ce savon au lait de chèvre aux épices chaleureuses, chaque geste devient une danse aromatique qui réveille les sens et réchauffe la peau. Généreux, vivifiant, profondément naturel.",#C67D26,CAPRIN,3,SAVON AU LAIT DE CHÈVRE,,12,,Utiliser de l'eau glacée pour ralentir la réaction avec le lait de chèvre.,Ingrédients Secs,Gingembre moulu,"0,5",0,42,0,,public,,,"Éclat d'agrume et souffle d'épices, comme une chaleur libre qui danse sur la peau.",8%,ZINGIBER OFFICINALE ROOT POWDER
62,ORANGE SAUVAGE,"L'orange douce s'embrase au contact de la cannelle, du gingembre et du clou de girofle. Le curcuma illumine, l'écorce d'orange texturise légèrement. Dans ce savon au lait de chèvre aux épices chaleureuses, chaque geste devient une danse aromatique qui réveille les sens et réchauffe la peau. Généreux, vivifiant, profondément naturel.",#C67D26,CAPRIN,3,SAVON AU LAIT DE CHÈVRE,,12,,Utiliser de l'eau glacée pour ralentir la réaction avec le lait de chèvre.,Huiles essentielles,HE orange douce,30,0,42,0,,public,,,"Éclat d'agrume et souffle d'épices, comme une chaleur libre qui danse sur la peau.",8%,Citrus Sinensis (Orange) Peel Oil
62,ORANGE SAUVAGE,"L'orange douce s'embrase au contact de la cannelle, du gingembre et du clou de girofle. Le curcuma illumine, l'écorce d'orange texturise légèrement. Dans ce savon au lait de chèvre aux épices chaleureuses, chaque geste devient une danse aromatique qui réveille les sens et réchauffe la peau. Généreux, vivifiant, profondément naturel.",#C67D26,CAPRIN,3,SAVON AU LAIT DE CHÈVRE,,12,,Utiliser de l'eau glacée pour ralentir la réaction avec le lait de chèvre.,Huiles,Huile de coco,210,0,42,0,,public,,,"Éclat d'agrume et souffle d'épices, comme une chaleur libre qui danse sur la peau.",8%,Cocos nucifera (Coconut) Oil
62,ORANGE SAUVAGE,"L'orange douce s'embrase au contact de la cannelle, du gingembre et du clou de girofle. Le curcuma illumine, l'écorce d'orange texturise légèrement. Dans ce savon au lait de chèvre aux épices chaleureuses, chaque geste devient une danse aromatique qui réveille les sens et réchauffe la peau. Généreux, vivifiant, profondément naturel.",#C67D26,CAPRIN,3,SAVON AU LAIT DE CHÈVRE,,12,,Utiliser de l'eau glacée pour ralentir la réaction avec le lait de chèvre.,Huiles,Huile de tournesol oléique,280,0,42,0,,public,,,"Éclat d'agrume et souffle d'épices, comme une chaleur libre qui danse sur la peau.",8%,"Helianthus Annuus (Sunflower) Seed Oil (High Oleic, 80%)"
62,ORANGE SAUVAGE,"L'orange douce s'embrase au contact de la cannelle, du gingembre et du clou de girofle. Le curcuma illumine, l'écorce d'orange texturise légèrement. Dans ce savon au lait de chèvre aux épices chaleureuses, chaque geste devient une danse aromatique qui réveille les sens et réchauffe la peau. Généreux, vivifiant, profondément naturel.",#C67D26,CAPRIN,3,SAVON AU LAIT DE CHÈVRE,,12,,Utiliser de l'eau glacée pour ralentir la réaction avec le lait de chèvre.,Huiles,Huile végétale amande douce,70,0,42,0,,public,,,"Éclat d'agrume et souffle d'épices, comme une chaleur libre qui danse sur la peau.",8%,Prunus amygdalus
62,ORANGE SAUVAGE,"L'orange douce s'embrase au contact de la cannelle, du gingembre et du clou de girofle. Le curcuma illumine, l'écorce d'orange texturise légèrement. Dans ce savon au lait de chèvre aux épices chaleureuses, chaque geste devient une danse aromatique qui réveille les sens et réchauffe la peau. Généreux, vivifiant, profondément naturel.",#C67D26,CAPRIN,3,SAVON AU LAIT DE CHÈVRE,,12,,Utiliser de l'eau glacée pour ralentir la réaction avec le lait de chèvre.,Ingrédients Secs,Lait de chèvre en poudre,70,0,42,0,,public,,,"Éclat d'agrume et souffle d'épices, comme une chaleur libre qui danse sur la peau.",8%,Capra hircus (goat) milk powder
62,ORANGE SAUVAGE,"L'orange douce s'embrase au contact de la cannelle, du gingembre et du clou de girofle. Le curcuma illumine, l'écorce d'orange texturise légèrement. Dans ce savon au lait de chèvre aux épices chaleureuses, chaque geste devient une danse aromatique qui réveille les sens et réchauffe la peau. Généreux, vivifiant, profondément naturel.",#C67D26,CAPRIN,3,SAVON AU LAIT DE CHÈVRE,,12,,Utiliser de l'eau glacée pour ralentir la réaction avec le lait de chèvre.,Ingrédients Secs,Poudre écorce orange,4,0,42,0,,public,,,"Éclat d'agrume et souffle d'épices, comme une chaleur libre qui danse sur la peau.",8%,Citrus sinensis
62,ORANGE SAUVAGE,"L'orange douce s'embrase au contact de la cannelle, du gingembre et du clou de girofle. Le curcuma illumine, l'écorce d'orange texturise légèrement. Dans ce savon au lait de chèvre aux épices chaleureuses, chaque geste devient une danse aromatique qui réveille les sens et réchauffe la peau. Généreux, vivifiant, profondément naturel.",#C67D26,CAPRIN,3,SAVON AU LAIT DE CHÈVRE,,12,,Utiliser de l'eau glacée pour ralentir la réaction avec le lait de chèvre.,Ingrédients Secs,Soude caustique (NaOH),98,0,42,0,,public,,,"Éclat d'agrume et souffle d'épices, comme une chaleur libre qui danse sur la peau.",8%,Sodium Hydroxide
63,PATTES BLANCHES,"Parce qu'entre une flaque de boue et un tapis de salon, le cœur de nos compagnons ne balance jamais très longtemps. Ce savon artisanal est le complice des retours de balade et des pelages en désordre. Sa mousse onctueuse, riche en beurre karité, enveloppe le poil comme un gant de velours, tandis que l'argile blanche et l'avoine s'unissent pour apaiser les peaux les plus sensibles. Rentrer à la maison n'a jamais été aussi doux : désormais, pour obtenir un câlin, il suffit de montrer patte blanche.",#E6DEDF,ANIMA,9,SAVON,,9,,"**Version courte :** Le savon des petits aventuriers, pour effacer les traces d'aventure et retrouver un pelage de velours.",Argiles,Argile blanche,10,0,42,0,,public,,,"Le savon des petits aventuriers, pour effacer les traces d'aventure et retrouver un pelage de velours.",10%,Kaolin (Bolus Alba)
63,PATTES BLANCHES,"Parce qu'entre une flaque de boue et un tapis de salon, le cœur de nos compagnons ne balance jamais très longtemps. Ce savon artisanal est le complice des retours de balade et des pelages en désordre. Sa mousse onctueuse, riche en beurre karité, enveloppe le poil comme un gant de velours, tandis que l'argile blanche et l'avoine s'unissent pour apaiser les peaux les plus sensibles. Rentrer à la maison n'a jamais été aussi doux : désormais, pour obtenir un câlin, il suffit de montrer patte blanche.",#E6DEDF,ANIMA,9,SAVON,,9,,,Ingrédients Secs,Avoine colloïdale,15,0,42,0,,public,,,"Le savon des petits aventuriers, pour effacer les traces d'aventure et retrouver un pelage de velours.",10%,Avena sativa (oat)
63,PATTES BLANCHES,"Parce qu'entre une flaque de boue et un tapis de salon, le cœur de nos compagnons ne balance jamais très longtemps. Ce savon artisanal est le complice des retours de balade et des pelages en désordre. Sa mousse onctueuse, riche en beurre karité, enveloppe le poil comme un gant de velours, tandis que l'argile blanche et l'avoine s'unissent pour apaiser les peaux les plus sensibles. Rentrer à la maison n'a jamais été aussi doux : désormais, pour obtenir un câlin, il suffit de montrer patte blanche.",#E6DEDF,ANIMA,9,SAVON,,9,,"**Version courte :** Le savon des petits aventuriers, pour effacer les traces d'aventure et retrouver un pelage de velours.",Beurres,Beurre de karité,140,0,42,0,,public,,,"Le savon des petits aventuriers, pour effacer les traces d'aventure et retrouver un pelage de velours.",10%,Butyrospermum parkii (Shea) Butter
63,PATTES BLANCHES,"Parce qu'entre une flaque de boue et un tapis de salon, le cœur de nos compagnons ne balance jamais très longtemps. Ce savon artisanal est le complice des retours de balade et des pelages en désordre. Sa mousse onctueuse, riche en beurre karité, enveloppe le poil comme un gant de velours, tandis que l'argile blanche et l'avoine s'unissent pour apaiser les peaux les plus sensibles. Rentrer à la maison n'a jamais été aussi doux : désormais, pour obtenir un câlin, il suffit de montrer patte blanche.",#E6DEDF,ANIMA,9,SAVON,,9,,"**Version courte :** Le savon des petits aventuriers, pour effacer les traces d'aventure et retrouver un pelage de velours.",Ingrédients Liquides,Eau,235,0,42,0,,public,,,"Le savon des petits aventuriers, pour effacer les traces d'aventure et retrouver un pelage de velours.",10%,Aqua
63,PATTES BLANCHES,"Parce qu'entre une flaque de boue et un tapis de salon, le cœur de nos compagnons ne balance jamais très longtemps. Ce savon artisanal est le complice des retours de balade et des pelages en désordre. Sa mousse onctueuse, riche en beurre karité, enveloppe le poil comme un gant de velours, tandis que l'argile blanche et l'avoine s'unissent pour apaiser les peaux les plus sensibles. Rentrer à la maison n'a jamais été aussi doux : désormais, pour obtenir un câlin, il suffit de montrer patte blanche.",#E6DEDF,ANIMA,9,SAVON,,9,,"**Version courte :** Le savon des petits aventuriers, pour effacer les traces d'aventure et retrouver un pelage de velours.",Huiles,Huile de coco,175,0,42,0,,public,,,"Le savon des petits aventuriers, pour effacer les traces d'aventure et retrouver un pelage de velours.",10%,Cocos nucifera (Coconut) Oil
63,PATTES BLANCHES,"Parce qu'entre une flaque de boue et un tapis de salon, le cœur de nos compagnons ne balance jamais très longtemps. Ce savon artisanal est le complice des retours de balade et des pelages en désordre. Sa mousse onctueuse, riche en beurre karité, enveloppe le poil comme un gant de velours, tandis que l'argile blanche et l'avoine s'unissent pour apaiser les peaux les plus sensibles. Rentrer à la maison n'a jamais été aussi doux : désormais, pour obtenir un câlin, il suffit de montrer patte blanche.",#E6DEDF,ANIMA,9,SAVON,,9,,"**Version courte :** Le savon des petits aventuriers, pour effacer les traces d'aventure et retrouver un pelage de velours.",Huiles,Huile de ricin,105,0,42,0,,public,,,"Le savon des petits aventuriers, pour effacer les traces d'aventure et retrouver un pelage de velours.",10%,Ricinus Communis (Castor) Seed Oil
63,PATTES BLANCHES,"Parce qu'entre une flaque de boue et un tapis de salon, le cœur de nos compagnons ne balance jamais très longtemps. Ce savon artisanal est le complice des retours de balade et des pelages en désordre. Sa mousse onctueuse, riche en beurre karité, enveloppe le poil comme un gant de velours, tandis que l'argile blanche et l'avoine s'unissent pour apaiser les peaux les plus sensibles. Rentrer à la maison n'a jamais été aussi doux : désormais, pour obtenir un câlin, il suffit de montrer patte blanche.",#E6DEDF,ANIMA,9,SAVON,,9,,"**Version courte :** Le savon des petits aventuriers, pour effacer les traces d'aventure et retrouver un pelage de velours.",Huiles,Huile de tournesol oléique,280,0,42,0,,public,,,"Le savon des petits aventuriers, pour effacer les traces d'aventure et retrouver un pelage de velours.",10%,"Helianthus Annuus (Sunflower) Seed Oil (High Oleic, 80%)"
63,PATTES BLANCHES,"Parce qu'entre une flaque de boue et un tapis de salon, le cœur de nos compagnons ne balance jamais très longtemps. Ce savon artisanal est le complice des retours de balade et des pelages en désordre. Sa mousse onctueuse, riche en beurre karité, enveloppe le poil comme un gant de velours, tandis que l'argile blanche et l'avoine s'unissent pour apaiser les peaux les plus sensibles. Rentrer à la maison n'a jamais été aussi doux : désormais, pour obtenir un câlin, il suffit de montrer patte blanche.",#E6DEDF,ANIMA,9,SAVON,,9,,"**Version courte :** Le savon des petits aventuriers, pour effacer les traces d'aventure et retrouver un pelage de velours.",Ingrédients Secs,Soude caustique (NaOH),95,0,42,0,,public,,,"Le savon des petits aventuriers, pour effacer les traces d'aventure et retrouver un pelage de velours.",10%,Sodium Hydroxide
64,PETIT BOUCLIER,"Un voile de douceur qui enveloppe la peau d'un confort rassurant, comme un nuage qui veille. Pour les petits bobos du quotidien, la peau sèche, les zones irritées, les joues rougies par le froid.",#519A9C,ÉMOLIA,,BAUME POUR LE CORPS,,1,,Les zones comme les fesses sont plus sensibles / Pour utilisation externe seulement,Beurres,Beurre de karité,50,0,0,0,,public,,,"Un voile protecteur tout en douceur, pour les petites peaux qui ont besoin d'être chouchoutées.",,Butyrospermum parkii (Shea) Butter
64,PETIT BOUCLIER,"Un voile de douceur qui enveloppe la peau d'un confort rassurant, comme un nuage qui veille. Pour les petits bobos du quotidien, la peau sèche, les zones irritées, les joues rougies par le froid.",#519A9C,ÉMOLIA,,BAUME POUR LE CORPS,,1,,Les zones comme les fesses sont plus sensibles / Pour utilisation externe seulement,Cires,Cire d'abeille,10,0,0,0,,public,,,"Un voile protecteur tout en douceur, pour les petites peaux qui ont besoin d'être chouchoutées.",,Cera Alba
64,PETIT BOUCLIER,"Un voile de douceur qui enveloppe la peau d'un confort rassurant, comme un nuage qui veille. Pour les petits bobos du quotidien, la peau sèche, les zones irritées, les joues rougies par le froid.",#519A9C,ÉMOLIA,,BAUME POUR LE CORPS,,1,,Les zones comme les fesses sont plus sensibles / Pour utilisation externe seulement,Huiles,Huile de coco,40,0,0,0,,public,,,"Un voile protecteur tout en douceur, pour les petites peaux qui ont besoin d'être chouchoutées.",,Cocos nucifera (Coconut) Oil
65,PETIT NUAGE BONBON,"Un savon espiègle et joyeux, comme un éclat de rire qui s'envole. Sa mousse orange libère une odeur de gomme balloune, sucrée et légère, qui rappelle les souvenirs d'enfance et les joues qui sourient. Petit nuage bonbon est une friandise pour le cœur, une bulle de joie à chaque utilisation.",#B64679,PETIT NUAGE,2,SAVON,,9,,1 c. à thé argile blanche ou rose = 5g,Argiles,Argile blanche,5,0,28,0,https://res.cloudinary.com/dfasrauyy/image/upload/v1773083581/univers-caresse/produits/ywvtdsbkjhww65hyhrcv.jpg,public,https://res.cloudinary.com/dfasrauyy/image/upload/v1773083581/univers-caresse/produits/ywvtdsbkjhww65hyhrcv.jpg,,"Un nuage espiègle et sucré, gomme balloune et rires d'enfants dans une mousse joyeuse.",10%,Kaolin (Bolus Alba)
